,number_of_ACK,number_of_SYN,number_of_RST,number_of_PA,number_of_FA,number_of_SA,number_of_FPA,number_of_RA,ratio_syn_ack,ratio_ack_rst,ratio_syn_rst,number_sport_20percent,number_sport_35percent,number_sport_50percent,number_sport_75percent,number_dport_20percent,number_dport_35percent,number_dport_50percent,number_dport_75percent,number_src_20percent,number_src_35percent,number_src_50percent,number_src_75percent,number_dst_20percent,number_dst_35percent,number_dst_50percent,number_dst_75percent,average_IP_bytes,ratio_incom_to_outgo,number_uniq_ips,attack_aggregate
0,46,4,0,39,7,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,2,1,0,2,2,1,0,69.2,1.0,2,0.0
1,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,2,1,0,2,2,1,0,67.2,1.0,2,0.0
2,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,2,1,0,2,2,1,0,68.82,1.0,3,0.0
3,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
4,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
5,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
6,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
7,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.2,1.0,3,0.0
8,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
9,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
10,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
11,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
12,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
13,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
14,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
15,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
16,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
17,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
18,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
19,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.2,1.0,3,0.0
20,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
21,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
22,46,4,0,36,9,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.33,1.0,3,0.0
23,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.98,1.0408163265306123,3,0.0
24,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
25,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
26,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
27,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
28,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.51,1.0,3,0.0
29,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
30,46,5,0,36,8,5,0,0,0.10869565217391304,46.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.2,1.0408163265306123,3,0.0
31,46,3,0,39,9,3,0,0,0.06521739130434782,46.0,3.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,67.43,0.9607843137254902,3,0.0
32,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
33,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
34,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
35,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
36,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
37,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
38,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.2,1.0,3,0.0
39,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
40,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
41,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
42,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
43,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.32,1.0,3,0.0
44,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
45,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
46,46,4,0,38,7,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,2,1,0,2,2,1,0,68.86,1.0,3,0.0
47,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.04,1.0,3,0.0
48,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.98,1.0408163265306123,3,0.0
49,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
50,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
51,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
52,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
53,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.04,1.0,3,0.0
54,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.98,1.0408163265306123,3,0.0
55,46,4,0,38,7,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,69.58,0.9607843137254902,3,0.0
56,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.62,1.0,3,0.0
57,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
58,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
59,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
60,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.51,1.0,3,0.0
61,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
62,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
63,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,69.62,1.0,3,0.0
64,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
65,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
66,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
67,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.04,1.0,3,0.0
68,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,0,0,3,1,1,0,67.98,1.0408163265306123,3,0.0
69,46,5,0,36,8,5,0,0,0.10869565217391304,46.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
70,46,3,0,40,8,3,0,0,0.06521739130434782,46.0,3.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.78,0.9607843137254902,3,0.0
71,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
72,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
73,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.51,1.0,3,0.0
74,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.67,1.0,3,0.0
75,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.42,1.0,3,0.0
76,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
77,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.2,1.0,3,0.0
78,46,4,0,38,7,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,70.34,1.0,3,0.0
79,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
80,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.04,1.0,3,0.0
81,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.98,1.0408163265306123,3,0.0
82,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
83,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
84,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
85,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
86,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.04,1.0,3,0.0
87,45,5,0,37,7,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,70.25,1.0,3,0.0
88,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
89,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
90,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
91,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
92,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
93,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
94,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
95,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
96,45,5,0,36,8,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.88,1.0,3,0.0
97,45,5,0,34,8,5,3,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,71.72,1.0,3,0.0
98,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
99,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
100,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
101,46,4,0,36,9,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.33,1.0,3,0.0
102,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.98,1.0408163265306123,3,0.0
103,46,4,0,38,7,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,69.5,0.9607843137254902,3,0.0
104,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.51,1.0,3,0.0
105,46,4,0,36,9,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.33,1.0,3,0.0
106,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.98,1.0408163265306123,3,0.0
107,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
108,46,4,0,37,8,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.5,1.0,3,0.0
109,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
110,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
111,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
112,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
113,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
114,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
115,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
116,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
117,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
118,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
119,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
120,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
121,45,5,0,36,8,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.88,1.0,3,0.0
122,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
123,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.34,1.0,3,0.0
124,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.04,1.0,3,0.0
125,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,0,0,3,1,1,0,67.98,1.0408163265306123,3,0.0
126,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
127,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
128,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
129,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.28,1.0,3,0.0
130,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
131,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
132,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
133,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
134,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
135,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
136,46,4,0,38,7,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.86,1.0,3,0.0
137,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,69.51,1.0,3,0.0
138,46,4,0,36,9,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.33,1.0,3,0.0
139,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,0,0,3,1,1,0,67.98,1.0408163265306123,3,0.0
140,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
141,46,4,0,37,8,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,68.5,1.0,3,0.0
142,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
143,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
144,45,5,0,35,8,5,2,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,70.8,1.0,3,0.0
145,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
146,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
147,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,0,0,3,1,1,0,68.53,1.0408163265306123,3,0.0
148,46,4,0,38,7,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,69.58,0.9607843137254902,3,0.0
149,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
150,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
151,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
152,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
153,46,5,0,36,8,5,0,0,0.10869565217391304,46.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.2,1.0408163265306123,3,0.0
154,46,3,0,40,8,3,0,0,0.06521739130434782,46.0,3.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,67.89,0.9607843137254902,3,0.0
155,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
156,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.2,1.0,3,0.0
157,46,4,0,38,7,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,70.34,1.0,3,0.0
158,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
159,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.04,1.0,3,0.0
160,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.98,1.0408163265306123,3,0.0
161,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
162,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
163,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
164,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
165,45,4,0,37,10,4,0,0,0.08888888888888889,45.0,4.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.4,1.0408163265306123,3,0.0
166,46,5,0,36,8,5,0,0,0.10869565217391304,46.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.2,1.0,3,0.0
